id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
31210362,https://www.airbnb.com/rooms/31210362,20240310234900,2024-03-11,city scrape,Nest in Hazel,"Currently only renting to females as we have a daughter. We are close to the bus line and SUNY, within walking distance, nice quiet, safe neighborhood with everything from a Church to several different restaurants and bars. Can be downtown within the hour on the bus or to the malls within 30 minutes.",Uncommon Grounds is a famous coffee shop specializing in wonderful coffee and a bagel that is made to order.,https://a0.muscache.com/pictures/04a14c44-6a5e-4663-a2d9-6b497a4c3aaa.jpg,160340958,https://www.airbnb.com/users/show/160340958,Jon,2017-11-27,"Albany, NY","My wife and I are renting a room for Airbnb.  if you are looking for a place that's perfect for a travel nurse look no further. The Nest is safe and close to University of Albany (SUNY) within walking distance. we don't smoke and have two pets a cat (Winkie) and a small dog (kiki).  We are close to everything and close to the bus line. We have on-street parking.  Come, relax and enjoy. Thanks, Jon and Thess.  PS We have been vaccinated including the boosters. Also the last guest we hosted was a first time guest with Airbnb and suffered from a mental illness. Although I don't feel it's fair to even have this review on our profile Airbnb's policies forbid them from taking it down but this is absolutely a misleading review. Please compare it to the other 60 reviews...",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/d3d441a8-e554-4d3e-9e64-8bae98a623a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3d441a8-e554-4d3e-9e64-8bae98a623a9.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Albany, New York, United States",FIFTEENTH WARD,,42.67519,-73.82281,Private room in home,Private room,1,1.0,1 private bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Rice maker"", ""Free dryer \u2013 In building"", ""Single level home"", ""Hair dryer"", ""Coffee"", ""Outdoor dining area"", ""Indoor fireplace: wood-burning"", ""Fire extinguisher"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Blender"", ""Lockbox"", ""Private backyard \u2013 Fully fenced"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Kitchen"", ""Toaster"", ""Lock on bedroom door"", ""Books and reading material"", ""Hangers"", ""Fireplace guards"", ""Shampoo"", ""Window AC unit"", ""Extra pillows and blankets"", ""Electric stove"", ""Body soap"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Private living room"", ""Coffee maker"", ""Private patio or balcony"", ""HDTV with Hulu, Netflix, Roku, Fire TV"", ""Conditioner"", ""Piano"", ""Baking sheet"", ""Breakfast"", ""Refrigerator"", ""Bathtub"", ""Barbecue utensils"", ""Long term stays allowed"", ""Bidet"", ""Cleaning products"", ""BBQ grill: charcoal"", ""Bed linens"", ""Laundromat nearby"", ""Free washer \u2013 In building""]",$39.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2024-03-11,27,1,0,2019-01-10,2023-05-14,4.7,4.7,4.63,4.85,4.89,4.93,4.74,,f,1,0,1,0,0.43
32279028,https://www.airbnb.com/rooms/32279028,20240310234900,2024-03-11,previous scrape,"Cosy, comfy and quiet for one","Comfortable single- family home in quiet residential neighborhood.  There is a very friendly cat named Finn in residence who will greet you. Large bathroom with a “guest sink” and two showers to choose from. Comfortable beds and a desk to work at. Easy parking, bus routes to downtown at both ends of the block. Close to hospitals, Albany JCC, library. Wide variety of restaurants nearby.","Quiet residential street close to hospitals, stores, restaurants, movie theatre. Walkable neighborhood.",https://a0.muscache.com/pictures/38fa5d31-5c75-4108-b261-c532447d5c35.jpg,172223381,https://www.airbnb.com/users/show/172223381,Diana,2018-02-07,"Albany, NY","Retired art teacher.  Love to read, play pickleball, swim, visit art galleries, museums, movies, theatres. Also love to listen to jazz, especially live jazz.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-172223381/original/b546b5e3-a417-476c-9542-27165df2655b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-172223381/original/b546b5e3-a417-476c-9542-27165df2655b.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Albany, New York, United States",EIGHTH WARD,,42.64936,-73.80278,Private room in home,Private room,1,,1.5 shared baths,,,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Outdoor dining area"", ""Fire extinguisher"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Luggage dropoff allowed"", ""Lockbox"", ""First aid kit"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Fast wifi \u2013 95 Mbps"", ""Body soap"", ""Outdoor furniture"", ""Oven"", ""Private patio or balcony"", ""Conditioner"", ""Baking sheet"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Stove"", ""Bed linens"", ""Free washer \u2013 In building""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-03-11,196,41,1,2019-02-22,2024-02-29,4.96,4.97,4.97,4.98,4.98,4.97,4.96,,t,2,0,2,0,3.19
32450400,https://www.airbnb.com/rooms/32450400,20240310234900,2024-03-11,city scrape,Moroccan Sands,"This is a 4  bedroom home located on a quite tree lined block. There is one large brm that can host 4 guests and 3 other cozy rooms. All rooms have large windows which floods the rooms with lots of natural light. My house is close to the night life and is a 5 minute drive from dwntwn. There are several bars and breweries close by, 9 minutes from the Governor's Mansion and 7 minutes from  City Hall. My home is great for couples, single adventurers, international students and business travelers.","We're are just a few minutes from the Museum, Capital Buildings, Governor's Mansion and the Palace Performing Arts Theater. We are also conveniently located 5 minutes from the YMCA and many Breweries.",https://a0.muscache.com/pictures/ea630156-8a9a-43d2-abe6-e64110269ba1.jpg,97330032,https://www.airbnb.com/users/show/97330032,Sherrell,2016-09-29,"Albany, NY","As a host my goal is to ensure that your stay is as comfortable and enjoyable as possible.  I am a New Yorker who have been hosting family and friends for many years. I am committed, passionate, honest and a loving person. I am outgoing and I am always willing and happy to learn something new every day.  My favorite foods are Caribbean Cuisine, Latin Cuisine, Indian, Thai, Italian and African Cuisine.  I love to travel. My goal ( bucket list) is to travel to the four corners of this planet.  My favorite mode of travel is by air and water.  My favorite book "" Think and Grow Rich"". I can not live without Family, Fun, Food, Love, and Sleep. I love music, one of my favorite musicians is Bob Marley. My favorite words are "" treat people the way they want to be treated""!",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/1cdd2413-3365-4ac1-992c-2a734651484e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1cdd2413-3365-4ac1-992c-2a734651484e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Albany, New York, United States",FOURTH WARD,,42.6761,-73.73825,Private room in home,Private room,4,1.0,1 shared bath,2,2,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""32\"" TV"", ""Free street parking"", ""Dishes and silverware"", ""City skyline view"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Dove or Yardley London body soap"", ""Fire extinguisher"", ""Heating"", ""First aid kit"", ""Wifi"", ""Gas stove"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Books and reading material"", ""Hangers"", ""Shampoo"", ""Extra pillows and blankets"", ""Air conditioning"", ""Oven"", ""Private living room"", ""Coffee maker"", ""Conditioner"", ""Private entrance"", ""Refrigerator"", ""Cleaning products"", ""Bed linens"", ""Laundromat nearby""]",$122.00,3,26,3,3,1125,1125,3.0,1125.0,,t,30,60,90,179,2024-03-11,0,0,0,,,,,,,,,,,f,1,0,1,0,
32993402,https://www.airbnb.com/rooms/32993402,20240310234900,2024-03-11,city scrape,✨Historic Full Amenities 2BR Apt @Downtown Albany,"2-bedroom 1st floor apt. w/ full amenities! Renovated historic 200-year-old building in quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, Times Union Center, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).<br /><br />Accommodates up to 6 NON-SMOKING guests.<br />Toiletries included. <br /><br />Save & BOOK this apartment today!<br />Message me anytime. Hope to welcome you soon!<br /><br />-Earl",+ 92 Walkscore<br />+ 5-minute walk to MVP Arena<br />+ 13-minute walk to N.Y.S. Museum and Empire State Plaza<br />+ 4-minute drive to Palace Theatre<br />+ Numerous restaurants and fast food within 5-10 minute walk<br />+ Large open grassy area in rear of building,https://a0.muscache.com/pictures/29c1f6a8-2141-43ad-ad3c-8e855ba41f4e.jpg,44434571,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,,"I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,7,7,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,,42.64563,-73.75311,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,2,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""42\"" HDTV with Amazon Prime Video, Chromecast, Fire TV"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""First aid kit"", ""Fast wifi \u2013 55 Mbps"", ""Hot water kettle"", ""GE single oven"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Hangers"", ""Shampoo"", ""Ceiling fan"", ""Window AC unit"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Clothing storage"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Coffee maker"", ""Crib"", ""Conditioner"", ""Security cameras on property"", ""Pets allowed"", ""Baking sheet"", ""Frigidaire refrigerator"", ""Private entrance"", ""Frigidaire stainless steel gas stove"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Ethernet connection"", ""Game console"", ""Smart lock"", ""Bed linens"", ""Laundromat nearby"", ""Free washer \u2013 In building""]",$103.00,1,28,1,3,1125,1125,2.2,1125.0,,t,0,27,52,189,2024-03-11,404,34,0,2019-03-21,2023-12-26,4.67,4.76,4.67,4.75,4.81,4.65,4.68,,f,6,6,0,0,6.67
33558235,https://www.airbnb.com/rooms/33558235,20240310234900,2024-03-11,city scrape,"❣️Historic, Spacious & Fun 2BR Apt @Dwtown Albany","BOOK this 2-bedroom 2nd floor apt. w/ full amenities! Renovated historic 200-year-old building in quiet neighborhood of Albany's Pastures. Great location near Albany Med, Times Union Center, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87). <br /><br />Accommodates up to 6 NON-SMOKING guests.<br />Toiletries included.<br /><br />Save & BOOK this trendy suite w/ deck today!<br />Message me anytime. Hope to welcome you soon!<br /><br />-Earl",+ 92 Walkscore<br />+ 5-minute walk to MVP Arena<br />+ 13-minute walk to N.Y.S. Museum and Empire State Plaza<br />+ 4-minute drive to Palace Theatre<br />+ Numerous restaurants and fast food within 5-10 minute walk<br />+ Large open grassy area in rear of building,https://a0.muscache.com/pictures/2ffce319-e150-447c-8a00-7bf075ff3c97.jpg,44434571,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,,"I grew up in Cebu, Philippines and moved to New York when I was ten years old. After living around the Capital Region through grade school, I moved to New York City to study Computer Engineering at NYU. Since graduating, I've worked in video production, higher education, and engineering. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,7,7,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,,42.64585,-73.75297,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,2,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""First aid kit"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Hangers"", ""Shampoo"", ""Ceiling fan"", ""Window AC unit"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Clothing storage"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Oven"", ""Coffee maker"", ""Private patio or balcony"", ""Crib"", ""Conditioner"", ""Security cameras on property"", ""Pets allowed"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Fast wifi \u2013 63 Mbps"", ""Stove"", ""Smart lock"", ""52\"" HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, Hulu, Netflix"", ""Bed linens"", ""Laundromat nearby"", ""Free washer \u2013 In building""]",$100.00,1,28,1,3,1125,1125,2.2,1125.0,,t,13,36,61,334,2024-03-11,395,40,0,2019-04-20,2023-12-01,4.75,4.81,4.74,4.83,4.86,4.64,4.75,,f,6,6,0,0,6.63
34330970,https://www.airbnb.com/rooms/34330970,20240310234900,2024-03-11,city scrape,Muhammed Ali Lounge & Pool Hall ⬢⬡,This unique apartment is designed after the rich boxing history of Mohammed Ali in the old Public School 14 Building. <br /><br />Nearby<br />￮ 3 Min to Times Union Center<br />￮ 5 Min to Albany Law<br />￮ 7 Min to Palace Theater <br />￮ 10-15 min to SUNY & St. Rose<br /><br />Ask us for more info!<br /><br />Airports<br />￮ 18 Min to Albany International Airport<br /><br />Amenities<br />￮ Full-sized Pool Table<br />￮ Designer Curated Aesthetics<br />￮ Wide-Open for Mingling<br />￮ King Bed<br />￮ Work Station<br />￮ Yoga Station<br /><br />Listing<br />￮ Entire Apartment for 4-6,"This building is located a short walk from all of Downtown Albany. Nearby you'll find famous Lark Street, Broadway Street, the Times Union Center, and tons oh historic buildings. The history on the street of Albany is staggeringly rich as you walk down the very streets that have seen the likes of Mohamed Ali, and Alexander Hamilton. The building was even named after the famous Schuyler family.",https://a0.muscache.com/pictures/d4575089-a52b-49db-9913-7d42d4d6ec10.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY","",within an hour,99%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,23,48,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,,42.64335,-73.7579,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,4,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Fire extinguisher"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Hot tub"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Dishwasher"", ""Shampoo"", ""Babysitter recommendations"", ""Extra pillows and blankets"", ""Air conditioning"", ""Oven"", ""Coffee maker"", ""Security cameras on property"", ""Pets allowed"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Stove"", ""Smart lock"", ""Elevator"", ""Bed linens""]",$141.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-03-11,249,55,2,2019-06-08,2024-02-25,4.76,4.78,4.87,4.85,4.86,4.33,4.73,,t,22,22,0,0,4.30
35793179,https://www.airbnb.com/rooms/35793179,20240310234900,2024-03-10,city scrape,Cozy Bedroom in Historic Residential Home,"Urban Oasis!  2nd Floor guest bedroom in residential home.  Shared entrance.  Access to full kitchen, bath, bedroom, laundry and parking. Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown",,https://a0.muscache.com/pictures/c9d2a3b7-ce4f-4351-8be1-6a3e50dea606.jpg,15223767,https://www.airbnb.com/users/show/15223767,Ed,2014-05-07,"Albany, NY","",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,f,,SEVENTH WARD,,42.65259,-73.78223,Private room in home,Private room,2,1.0,1 shared bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Hair dryer"", ""Keypad"", ""Dryer"", ""Heating"", ""Self check-in"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Air conditioning"", ""Oven"", ""Coffee maker"", ""Refrigerator"", ""Patio or balcony"", ""TV with standard cable"", ""Stove"", ""Bed linens"", ""BBQ grill""]",$50.00,1,1125,1,2,1125,1125,1.3,1125.0,,t,11,27,54,226,2024-03-10,151,46,2,2019-07-11,2024-02-18,4.98,4.97,4.95,4.99,4.92,4.96,4.95,,f,3,0,3,0,2.66
35914565,https://www.airbnb.com/rooms/35914565,20240310234900,2024-03-11,city scrape,The Poker Room ♤ Downtown Albany,"Escape to an ultra-modern blackjack lounge with this unique studio for two. Located in the heart of central downtown Albany, you're only minutes away from the Times Union Center and major tourist attractions.<br /><br />Or, stay here while you visit your kids at nearby SUNY Albany, Saint Rose, and other colleges - then come back to your room in style.","This building is located a short walk from all of Downtown Albany. Nearby you'll find famous Lark Street, Broadway Street, the Times Union Center, and tons oh historic buildings. The history on the street of Albany is staggeringly rich as you walk down the very streets that have seen the likes of Mohamed Ali, and Alexander Hamilton. The building was even named after the famous Schuyler family.",https://a0.muscache.com/pictures/miso/Hosting-35914565/original/c8fbb191-9219-4ed3-a686-ea912824ca4c.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY","",within an hour,99%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,23,48,"['email', 'phone']",t,t,"Albany, New York, United States",SECOND WARD,,42.64506,-73.75727,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Single level home"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Keypad"", ""Heating"", ""Self check-in"", ""Window guards"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Babysitter recommendations"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Oven"", ""Coffee maker"", ""Security cameras on property"", ""Pets allowed"", ""Baking sheet"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""TV with standard cable"", ""Long term stays allowed"", ""LG electric stove"", ""Elevator"", ""Bed linens""]",$100.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,21,47,73,73,2024-03-11,260,53,3,2019-07-06,2024-02-18,4.79,4.82,4.84,4.84,4.83,4.31,4.76,,t,22,22,0,0,4.56
36443605,https://www.airbnb.com/rooms/36443605,20240310234900,2024-03-11,city scrape,"Sophisticated, Chic 2BR in the heart of Albany","This spacious, sophisticated, newly renovated 2BR/1BA apartment is on the first floor of a two family house.  There is a separate entrance as well. Centrally located in the heart of Albany, grocery stores, restaurants,  bars, night life, police station, Albany Medical Center, Saint Peters Hospital and Washington Park are a short walk away.  Public transportation and plenty of street parking right in front of the house. This is a place you will love to call home.","Centrally located in the heart of Albany on Madison Avenue (Route 20), Price Chopper grocery stores, many restaurants,  bars, night life, police station, Albany Medical Center, Saint Peters Hospital and Washington Park are across the street or a short walk away.  Bus stop and plenty of street parking right in front of the house.",https://a0.muscache.com/pictures/54c782a3-bbf0-488d-8389-ca3048f50800.jpg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,2018-05-09,,"I am a devoted mother to my lovely children. I have a passion for health & wellness, gardening, cooking, travel, design and all things beautiful. I am a thoughtful and detail-oriented person. A native to the Capital District, I am eager to ensure my guests enjoy their time in Albany and have a very pleasant stay!",within a day,100%,39%,f,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,8,8,"['email', 'phone']",t,t,"Albany, New York, United States",THIRTEENTH WARD,,42.66619,-73.79031,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Single level home"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""High chair"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Lockbox"", ""First aid kit"", ""Wifi"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Baby bath"", ""Backyard"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Babysitter recommendations"", ""Air conditioning"", ""Oven"", ""Coffee maker"", ""Private patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Stove""]",$110.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,2024-03-11,51,4,1,2019-07-21,2024-02-18,4.8,4.84,4.88,4.98,4.92,4.86,4.75,,f,8,8,0,0,0.90
38321579,https://www.airbnb.com/rooms/38321579,20240310234900,2024-03-10,city scrape,Comfy and quiet,The room is large with Western exposure giving more bright light in the afternoons. There is a desk for working and a closet and dresser. The room is filled with original art.,"The neighborhood is a quiet residential neighborhood with easy access to a wide variety of restaurants, theatres, art galleries and museums and the MVP Arena. Also city parks, bike paths and the Helderburg, Catskills and Adirondack mountains. Historical and government buildings are also numerous.",https://a0.muscache.com/pictures/621b7d1e-039b-4984-9983-553896be3ad6.jpg,172223381,https://www.airbnb.com/users/show/172223381,Diana,2018-02-07,"Albany, NY","Retired art teacher.  Love to read, play pickleball, swim, visit art galleries, museums, movies, theatres. Also love to listen to jazz, especially live jazz.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-172223381/original/b546b5e3-a417-476c-9542-27165df2655b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-172223381/original/b546b5e3-a417-476c-9542-27165df2655b.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Albany, New York, United States",EIGHTH WARD,,42.65085,-73.80239,Private room in home,Private room,1,1.5,1.5 shared baths,1,1,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Fire extinguisher"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Lockbox"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Hot water kettle"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Backyard"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Clothing storage"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Private patio or balcony"", ""Conditioner"", ""Refrigerator"", ""Bathtub"", ""Stove"", ""Bed linens"", ""Free washer \u2013 In building""]",$55.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,9,39,63,144,2024-03-10,294,98,6,2019-09-10,2024-03-02,4.98,5.0,4.98,4.98,4.99,4.99,4.99,,f,2,0,2,0,5.36
